,sexo,edad,zona_u_r,gse,esc_nivel_1,info_enc_58,info_enc_30,religion_82,iden_pol_2,iden_pol_3,interes_pol_1_b,region_ANTOFAGASTA,region_ARAUCANÍA,region_ARICA Y PARINACOTA,region_ATACAMA,region_AYSÉN,region_BIOBÍO,region_COQUIMBO,region_LIBERTADOR BERNARDO OHIGGINS,region_LOS LAGOS,region_LOS RÍOS,region_MAGALLANES,region_MAULE,region_METROPOLITANA,region_TARAPACÁ,region_VALPARAÍSO,region_ÑUBLE,elec_pres_144_a,pred
195,1,83,1,2,2,2,0.0,1,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
196,1,39,1,3,4,2,0.0,1,99,88,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
197,1,68,1,2,8,2,0.0,1,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0
198,2,71,1,2,8,2,0.0,1,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
199,2,37,1,2,8,2,0.0,2,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
200,2,42,1,1,4,2,0.0,9,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
201,2,27,1,1,8,2,0.0,9,5,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0
202,2,35,1,1,4,2,0.0,9,5,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
203,2,32,1,3,4,2,0.0,1,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
204,2,38,1,4,4,2,0.0,1,99,99,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
205,2,33,1,3,3,2,0.0,9,99,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
206,2,41,2,5,3,2,0.0,2,5,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
207,2,21,2,5,7,1,5.0,2,10,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
208,1,83,2,3,2,2,0.0,2,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
209,2,65,2,3,2,1,5.0,1,3,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
210,2,49,1,4,4,2,0.0,2,10,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
211,2,20,1,3,4,2,0.0,9,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
212,2,81,1,3,1,2,0.0,1,99,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0.0
213,2,26,2,3,4,1,5.0,1,5,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
214,2,28,1,3,5,2,0.0,2,8,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
215,2,36,2,3,2,2,0.0,2,5,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
216,1,32,1,3,5,2,0.0,9,88,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
217,2,49,1,3,4,2,0.0,99,10,88,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
218,1,20,1,3,7,2,0.0,8,10,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
219,2,71,1,4,1,2,0.0,2,88,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
220,1,70,1,3,7,2,0.0,1,8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
221,2,33,1,3,5,2,0.0,1,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
222,1,22,1,3,7,2,0.0,9,4,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,2,84,1,4,0,2,0.0,2,10,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
224,2,71,1,4,1,2,0.0,1,10,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
225,2,28,1,4,2,2,0.0,1,99,17,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
226,2,38,1,3,6,1,5.0,1,4,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
227,2,22,1,3,7,2,0.0,9,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
228,1,47,1,2,4,2,0.0,1,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
229,2,43,1,2,8,2,0.0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
230,2,54,2,3,4,2,0.0,1,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
231,2,45,2,2,6,2,0.0,2,4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
232,2,44,1,3,6,2,0.0,1,6,15,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
233,1,46,1,3,4,2,0.0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
234,1,38,1,3,5,2,0.0,11,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
235,2,43,1,3,4,2,0.0,9,5,88,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
236,2,30,1,4,6,2,0.0,10,5,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
237,1,64,2,3,3,2,0.0,1,10,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
238,1,53,1,2,6,2,0.0,1,8,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
239,1,61,1,4,3,2,0.0,9,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
240,2,60,1,4,1,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
241,1,75,1,3,8,2,0.0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
242,2,68,1,2,8,2,0.0,1,10,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
243,1,43,1,3,8,1,5.0,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
244,2,49,1,3,4,2,0.0,9,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
245,2,47,1,3,4,2,0.0,2,88,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
246,2,75,1,2,8,2,0.0,9,5,99,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0
247,1,67,2,3,1,2,0.0,2,10,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
248,2,25,2,3,6,1,5.0,9,5,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
249,2,57,2,2,3,2,0.0,1,5,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
250,1,60,1,3,4,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
251,2,69,2,3,2,2,0.0,1,5,88,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
252,2,51,2,3,4,2,0.0,9,1,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
253,1,25,2,2,6,2,0.0,9,5,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
254,1,52,1,1,9,2,0.0,10,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
255,1,60,1,1,9,2,0.0,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
256,2,78,1,1,4,2,0.0,9,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0
257,2,39,1,3,6,2,0.0,2,5,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
258,2,76,1,3,4,2,0.0,1,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
259,2,40,1,3,4,2,0.0,1,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
260,1,72,1,3,4,2,0.0,1,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0
261,2,65,1,4,1,2,0.0,9,99,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
262,2,29,1,3,7,1,5.0,2,5,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
263,2,20,1,3,4,1,5.0,2,5,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
264,2,56,1,4,3,2,0.0,9,6,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
265,1,45,1,1,8,2,0.0,1,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
266,2,38,1,4,4,2,0.0,9,5,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
267,1,70,1,3,7,2,0.0,1,6,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0
268,2,66,1,1,6,2,0.0,1,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
269,2,57,1,3,4,2,0.0,2,99,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
270,2,59,1,3,4,2,0.0,9,5,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
271,1,39,1,3,7,2,0.0,2,7,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
272,1,69,1,2,7,2,0.0,8,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
273,2,29,1,2,6,2,0.0,1,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
274,2,42,1,3,8,2,0.0,9,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
275,2,50,1,2,7,2,0.0,1,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
276,2,50,1,4,3,2,0.0,9,99,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
277,1,54,2,3,6,2,0.0,1,8,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
278,2,47,2,3,4,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
279,2,41,1,3,8,2,0.0,1,5,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
280,2,26,1,3,4,2,0.0,1,99,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
281,1,48,1,4,2,2,0.0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
282,2,57,1,3,6,2,0.0,8,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
283,2,55,1,2,6,2,0.0,9,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
284,1,26,1,3,6,2,0.0,9,5,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
285,2,28,1,3,8,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
286,1,57,1,3,6,2,0.0,9,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
287,2,79,1,4,3,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
288,2,32,1,3,4,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
289,2,26,1,3,4,2,0.0,9,6,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
290,2,48,1,3,4,2,0.0,1,6,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
291,2,49,1,4,3,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
292,1,20,1,3,7,2,0.0,9,7,88,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
293,2,66,2,4,1,2,0.0,1,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0
294,2,28,2,2,8,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
295,2,59,2,2,3,2,0.0,1,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
296,1,44,1,2,8,2,0.0,1,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
297,1,66,1,2,2,2,0.0,2,99,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
298,1,65,1,2,2,2,0.0,2,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
299,1,41,1,2,8,2,0.0,9,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
300,2,21,1,3,7,1,5.0,1,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
301,1,40,1,3,3,1,5.0,2,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
302,2,42,1,3,4,2,0.0,1,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
303,2,77,1,3,1,2,0.0,2,99,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
304,1,60,1,3,3,2,0.0,99,5,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,2,47,1,3,2,2,0.0,1,88,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
306,2,31,1,3,8,2,0.0,99,99,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
307,2,54,1,3,1,2,0.0,9,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
308,2,25,1,4,3,2,0.0,1,6,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
309,2,49,1,3,4,2,0.0,1,5,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
310,2,49,1,3,5,2,0.0,1,7,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0
311,1,21,2,3,7,2,0.0,9,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
312,2,35,2,2,8,2,0.0,1,88,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
313,1,27,2,3,8,2,0.0,2,10,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
314,2,23,1,2,7,2,0.0,9,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
315,1,35,1,1,8,2,0.0,9,6,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
316,2,28,1,2,8,2,0.0,9,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
317,2,66,1,3,4,2,0.0,1,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0
318,1,64,1,3,1,2,0.0,1,8,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
319,1,23,2,3,6,2,0.0,99,5,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
320,2,21,1,3,4,2,0.0,9,3,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
321,2,68,2,3,1,2,0.0,2,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0
322,1,27,2,3,4,2,0.0,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
323,1,21,2,3,6,2,0.0,9,1,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
324,1,65,2,3,4,2,0.0,1,99,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
325,1,50,1,3,4,1,5.0,1,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
326,2,54,1,3,8,2,0.0,9,3,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
327,1,44,1,2,6,2,0.0,1,8,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
328,2,53,1,2,6,2,0.0,2,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0
329,1,80,1,4,2,2,0.0,99,7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
330,2,19,1,3,4,2,0.0,1,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
331,2,37,1,3,6,2,0.0,1,99,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
332,2,20,1,3,4,2,0.0,10,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
333,1,67,1,3,3,2,0.0,2,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
334,2,61,1,2,4,2,0.0,2,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
335,1,78,1,3,2,2,0.0,2,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
336,2,53,1,3,4,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0
337,1,43,1,4,3,2,0.0,1,5,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
338,2,45,1,3,5,2,0.0,2,10,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
339,2,50,1,4,2,1,9.0,2,88,88,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
340,2,28,1,3,5,2,0.0,9,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
341,1,40,1,3,4,2,0.0,2,7,17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
342,1,56,1,3,4,2,0.0,99,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,2,63,2,3,4,2,0.0,1,4,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0
344,1,48,2,4,4,2,0.0,9,5,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
345,1,56,2,3,2,2,0.0,2,6,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
346,2,76,2,4,1,2,0.0,1,5,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
347,1,74,1,3,0,2,0.0,9,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
348,1,54,1,3,3,1,5.0,2,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
349,1,49,1,4,6,2,0.0,9,5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
350,1,37,1,4,2,2,0.0,9,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
351,2,67,1,4,2,2,0.0,2,99,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0
352,2,62,1,3,3,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
353,1,22,1,3,4,2,0.0,5,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
354,2,39,2,4,4,1,5.0,99,99,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
355,2,50,2,3,4,2,0.0,99,10,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
356,2,21,1,3,3,2,0.0,9,6,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
357,2,48,1,3,3,2,0.0,1,5,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0.0
358,1,92,1,3,1,2,0.0,1,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
359,1,28,1,3,4,2,0.0,9,8,18,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0
360,1,72,1,2,4,2,0.0,1,3,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
361,2,28,1,3,6,2,0.0,1,6,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
362,2,43,1,3,4,2,0.0,1,7,15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
363,2,59,1,3,2,2,0.0,2,88,19,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0
364,2,32,1,3,6,2,0.0,9,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
365,2,26,1,4,5,2,0.0,9,99,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
366,1,57,1,2,3,2,0.0,1,10,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0
367,1,48,1,1,5,2,0.0,1,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
368,1,30,1,4,2,2,0.0,9,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
369,1,65,1,3,3,2,0.0,1,5,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
370,2,49,1,3,4,2,0.0,1,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
371,1,67,1,4,2,2,0.0,2,4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
372,1,19,1,4,4,2,0.0,1,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
373,1,54,1,4,1,2,0.0,9,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
374,1,46,1,3,4,2,0.0,2,6,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
375,2,54,1,3,1,2,0.0,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
376,2,22,1,3,5,2,0.0,2,8,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
377,2,55,1,3,2,2,0.0,1,4,99,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0
378,1,75,1,3,3,2,0.0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
379,2,64,1,3,1,2,0.0,1,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0
380,2,58,1,3,4,2,0.0,1,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
381,2,50,1,2,1,2,0.0,1,99,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
382,2,48,1,3,7,2,0.0,1,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
383,1,42,1,2,7,2,0.0,1,7,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0
384,1,80,1,3,1,2,0.0,9,5,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
385,1,32,1,2,8,1,5.0,9,4,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
386,1,54,1,3,4,1,5.0,2,99,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
387,1,69,1,3,4,8,0.0,8,99,15,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
388,1,30,1,3,7,1,5.0,9,3,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
389,2,69,1,3,4,2,0.0,1,5,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
390,1,40,1,2,4,2,0.0,1,4,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
391,2,72,1,3,8,2,0.0,1,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
392,1,30,1,3,10,1,11.0,9,4,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
393,2,38,1,4,4,2,0.0,1,6,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
394,2,48,1,5,4,2,0.0,9,4,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0
395,1,25,1,4,5,2,0.0,9,4,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
396,2,54,1,4,2,2,0.0,2,5,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
397,1,30,1,3,7,2,0.0,9,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
398,2,37,1,2,6,2,0.0,9,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0
399,2,69,1,3,8,2,0.0,1,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
400,2,66,1,3,6,2,0.0,1,6,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0
401,2,56,1,3,2,2,0.0,9,88,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0
402,1,49,2,3,1,2,0.0,2,5,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
